,name,rating,reviews,type,hq,old,employees
9992,ICICI Bank,4.1,,Public,Mumbai + 112 more,10000+ employees,
9993,Cognizant,3.9,,Private,Teaneck + 46 more,10000+ employees,
9994,HDFC Bank,4.0,,Public,Mumbai + 114 more,10000+ employees,
9995,Infosys,3.9,,Public,Bangalore + 67 more,10000+ employees,
9996,L&T,4.1,,Public,Mumbai + 115 more,10000+ employees,
9997,Capgemini,3.3,,Private,Paris + 44 more,10000+ employees,
9998,Tech Mahindra,3.5,,Public,Pune + 109 more,10000+ employees,
9999,HCL Technologies,3.7,,Public,Noida + 107 more,10000+ employees,
10000,Tata Motors,4.1,,Public,Pune + 115 more,10000+ employees,
10001,IBM,4.0,,Private,New York + 72 more,10000+ employees,
10002,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
10003,Genpact,4.0,,Private,New York + 30 more,10000+ employees,
10004,Axis Bank,4.0,,Public,Mumbai + 113 more,10000+ employees,
10005,Wipro,3.8,,Public,Bangalore + 114 more,10000+ employees,
10006,Concentrix Daksh Service...,4.0,,New Delhi + 36 more,10000+ employees,,
10007,Vodafone,4.3,,Public,Berkshire + 115 more,10000+ employees,
10008,HDB Financial Services,4.0,,Private,Ahmedabad + 113 more,10000+ employees,
10009,Bharti Airtel,4.2,,Public,New Delhi + 114 more,10000+ employees,
10010,Kotak Mahindra Bank,3.8,,Public,Mumbai + 114 more,10000+ employees,
10011,Amazon,4.2,,Private,Washington + 113 more,10000+ employees,
10012,Reliance,4.2,,Public,Mumbai + 114 more,10000+ employees,
10013,Hinduja Global Solutions,3.9,,Public,Bangalore + 76 more,10000+ employees,
10014,Bajaj Finserv,4.1,,Public,Pune + 116 more,10000+ employees,
10015,IndusInd Bank,3.6,,Public,Mumbai + 113 more,10000+ employees,
10016,Samsung,4.2,,Private,Seoul + 117 more,10000+ employees,
10017,Indian Army,4.7,,Govt agency,New Delhi + 114 more,10000+ employees,
10018,Mahindra & Mahindra,4.3,,Public,Mumbai + 116 more,10000+ employees,
10019,Ericsson,4.1,,Private,Stockholm + 112 more,10000+ employees,
10020,TCS,3.9,,Public,Mumbai + 109 more,10000+ employees,
10021,Accenture,4.0,,Private,Dublin + 89 more,10000+ employees,
10022,ICICI Bank,4.1,,Public,Mumbai + 112 more,10000+ employees,
10023,Cognizant,3.9,,Private,Teaneck + 46 more,10000+ employees,
10024,HDFC Bank,4.0,,Public,Mumbai + 114 more,10000+ employees,
10025,Infosys,3.9,,Public,Bangalore + 67 more,10000+ employees,
10026,L&T,4.1,,Public,Mumbai + 115 more,10000+ employees,
10027,Capgemini,3.3,,Private,Paris + 44 more,10000+ employees,
10028,Tech Mahindra,3.5,,Public,Pune + 109 more,10000+ employees,
10029,HCL Technologies,3.7,,Public,Noida + 107 more,10000+ employees,
10030,Tata Motors,4.1,,Public,Pune + 115 more,10000+ employees,
10031,IBM,4.0,,Private,New York + 72 more,10000+ employees,
10032,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
10033,Genpact,4.0,,Private,New York + 30 more,10000+ employees,
10034,Axis Bank,4.0,,Public,Mumbai + 113 more,10000+ employees,
10035,Wipro,3.8,,Public,Bangalore + 114 more,10000+ employees,
10036,Concentrix Daksh Service...,4.0,,New Delhi + 36 more,10000+ employees,,
10037,Vodafone,4.3,,Public,Berkshire + 115 more,10000+ employees,
10038,HDB Financial Services,4.0,,Private,Ahmedabad + 113 more,10000+ employees,
10039,Bharti Airtel,4.2,,Public,New Delhi + 114 more,10000+ employees,
10040,Kotak Mahindra Bank,3.8,,Public,Mumbai + 114 more,10000+ employees,
10041,Amazon,4.2,,Private,Washington + 113 more,10000+ employees,
10042,Reliance,4.2,,Public,Mumbai + 114 more,10000+ employees,
10043,Hinduja Global Solutions,3.9,,Public,Bangalore + 76 more,10000+ employees,
10044,Bajaj Finserv,4.1,,Public,Pune + 116 more,10000+ employees,
10045,IndusInd Bank,3.6,,Public,Mumbai + 113 more,10000+ employees,
10046,Samsung,4.2,,Private,Seoul + 117 more,10000+ employees,
10047,Indian Army,4.7,,Govt agency,New Delhi + 114 more,10000+ employees,
10048,Mahindra & Mahindra,4.3,,Public,Mumbai + 116 more,10000+ employees,
10049,Ericsson,4.1,,Private,Stockholm + 112 more,10000+ employees,
10050,TCS,3.9,,Public,Mumbai + 109 more,10000+ employees,
10051,Accenture,4.0,,Private,Dublin + 89 more,10000+ employees,
10052,ICICI Bank,4.1,,Public,Mumbai + 112 more,10000+ employees,
10053,Cognizant,3.9,,Private,Teaneck + 46 more,10000+ employees,
10054,HDFC Bank,4.0,,Public,Mumbai + 114 more,10000+ employees,
10055,Infosys,3.9,,Public,Bangalore + 67 more,10000+ employees,
10056,L&T,4.1,,Public,Mumbai + 115 more,10000+ employees,
10057,Capgemini,3.3,,Private,Paris + 44 more,10000+ employees,
10058,Tech Mahindra,3.5,,Public,Pune + 109 more,10000+ employees,
10059,HCL Technologies,3.7,,Public,Noida + 107 more,10000+ employees,
10060,Tata Motors,4.1,,Public,Pune + 115 more,10000+ employees,
10061,IBM,4.0,,Private,New York + 72 more,10000+ employees,
10062,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
10063,Genpact,4.0,,Private,New York + 30 more,10000+ employees,
10064,Axis Bank,4.0,,Public,Mumbai + 113 more,10000+ employees,
10065,Wipro,3.8,,Public,Bangalore + 114 more,10000+ employees,
10066,Concentrix Daksh Service...,4.0,,New Delhi + 36 more,10000+ employees,,
10067,Vodafone,4.3,,Public,Berkshire + 115 more,10000+ employees,
10068,HDB Financial Services,4.0,,Private,Ahmedabad + 113 more,10000+ employees,
10069,Bharti Airtel,4.2,,Public,New Delhi + 114 more,10000+ employees,
10070,Kotak Mahindra Bank,3.8,,Public,Mumbai + 114 more,10000+ employees,
10071,Amazon,4.2,,Private,Washington + 113 more,10000+ employees,
10072,Reliance,4.2,,Public,Mumbai + 114 more,10000+ employees,
10073,Hinduja Global Solutions,3.9,,Public,Bangalore + 76 more,10000+ employees,
10074,Bajaj Finserv,4.1,,Public,Pune + 116 more,10000+ employees,
10075,IndusInd Bank,3.6,,Public,Mumbai + 113 more,10000+ employees,
10076,Samsung,4.2,,Private,Seoul + 117 more,10000+ employees,
10077,Indian Army,4.7,,Govt agency,New Delhi + 114 more,10000+ employees,
10078,Mahindra & Mahindra,4.3,,Public,Mumbai + 116 more,10000+ employees,
10079,Ericsson,4.1,,Private,Stockholm + 112 more,10000+ employees,
10080,TCS,3.9,,Public,Mumbai + 109 more,10000+ employees,
10081,Accenture,4.0,,Private,Dublin + 89 more,10000+ employees,
10082,ICICI Bank,4.1,,Public,Mumbai + 112 more,10000+ employees,
10083,Cognizant,3.9,,Private,Teaneck + 46 more,10000+ employees,
10084,HDFC Bank,4.0,,Public,Mumbai + 114 more,10000+ employees,
10085,Infosys,3.9,,Public,Bangalore + 67 more,10000+ employees,
10086,L&T,4.1,,Public,Mumbai + 115 more,10000+ employees,
10087,Capgemini,3.3,,Private,Paris + 44 more,10000+ employees,
10088,Tech Mahindra,3.5,,Public,Pune + 109 more,10000+ employees,
10089,HCL Technologies,3.7,,Public,Noida + 107 more,10000+ employees,
10090,Tata Motors,4.1,,Public,Pune + 115 more,10000+ employees,
10091,IBM,4.0,,Private,New York + 72 more,10000+ employees,
10092,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
10093,Genpact,4.0,,Private,New York + 30 more,10000+ employees,
10094,Axis Bank,4.0,,Public,Mumbai + 113 more,10000+ employees,
10095,Wipro,3.8,,Public,Bangalore + 114 more,10000+ employees,
10096,Concentrix Daksh Service...,4.0,,New Delhi + 36 more,10000+ employees,,
10097,Vodafone,4.3,,Public,Berkshire + 115 more,10000+ employees,
10098,HDB Financial Services,4.0,,Private,Ahmedabad + 113 more,10000+ employees,
10099,Bharti Airtel,4.2,,Public,New Delhi + 114 more,10000+ employees,
10100,Kotak Mahindra Bank,3.8,,Public,Mumbai + 114 more,10000+ employees,
10101,Amazon,4.2,,Private,Washington + 113 more,10000+ employees,
10102,Reliance,4.2,,Public,Mumbai + 114 more,10000+ employees,
10103,Hinduja Global Solutions,3.9,,Public,Bangalore + 76 more,10000+ employees,
10104,Bajaj Finserv,4.1,,Public,Pune + 116 more,10000+ employees,
10105,IndusInd Bank,3.6,,Public,Mumbai + 113 more,10000+ employees,
10106,Samsung,4.2,,Private,Seoul + 117 more,10000+ employees,
10107,Indian Army,4.7,,Govt agency,New Delhi + 114 more,10000+ employees,
10108,Mahindra & Mahindra,4.3,,Public,Mumbai + 116 more,10000+ employees,
10109,Ericsson,4.1,,Private,Stockholm + 112 more,10000+ employees,
10110,TCS,3.9,,Public,Mumbai + 109 more,10000+ employees,
10111,Accenture,4.0,,Private,Dublin + 89 more,10000+ employees,
10112,ICICI Bank,4.1,,Public,Mumbai + 112 more,10000+ employees,
10113,Cognizant,3.9,,Private,Teaneck + 46 more,10000+ employees,
10114,HDFC Bank,4.0,,Public,Mumbai + 114 more,10000+ employees,
10115,Infosys,3.9,,Public,Bangalore + 67 more,10000+ employees,
10116,L&T,4.1,,Public,Mumbai + 115 more,10000+ employees,
10117,Capgemini,3.3,,Private,Paris + 44 more,10000+ employees,
10118,Tech Mahindra,3.5,,Public,Pune + 109 more,10000+ employees,
10119,HCL Technologies,3.7,,Public,Noida + 107 more,10000+ employees,
10120,Tata Motors,4.1,,Public,Pune + 115 more,10000+ employees,
10121,IBM,4.0,,Private,New York + 72 more,10000+ employees,
10122,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
10123,Genpact,4.0,,Private,New York + 30 more,10000+ employees,
10124,Axis Bank,4.0,,Public,Mumbai + 113 more,10000+ employees,
10125,Wipro,3.8,,Public,Bangalore + 114 more,10000+ employees,
10126,Concentrix Daksh Service...,4.0,,New Delhi + 36 more,10000+ employees,,
10127,Vodafone,4.3,,Public,Berkshire + 115 more,10000+ employees,
10128,HDB Financial Services,4.0,,Private,Ahmedabad + 113 more,10000+ employees,
10129,Bharti Airtel,4.2,,Public,New Delhi + 114 more,10000+ employees,
10130,Kotak Mahindra Bank,3.8,,Public,Mumbai + 114 more,10000+ employees,
10131,Amazon,4.2,,Private,Washington + 113 more,10000+ employees,
10132,Reliance,4.2,,Public,Mumbai + 114 more,10000+ employees,
10133,Hinduja Global Solutions,3.9,,Public,Bangalore + 76 more,10000+ employees,
10134,Bajaj Finserv,4.1,,Public,Pune + 116 more,10000+ employees,
10135,IndusInd Bank,3.6,,Public,Mumbai + 113 more,10000+ employees,
10136,Samsung,4.2,,Private,Seoul + 117 more,10000+ employees,
10137,Indian Army,4.7,,Govt agency,New Delhi + 114 more,10000+ employees,
10138,Mahindra & Mahindra,4.3,,Public,Mumbai + 116 more,10000+ employees,
10139,Ericsson,4.1,,Private,Stockholm + 112 more,10000+ employees,
10140,TCS,3.9,,Public,Mumbai + 109 more,10000+ employees,
10141,Accenture,4.0,,Private,Dublin + 89 more,10000+ employees,
10142,ICICI Bank,4.1,,Public,Mumbai + 112 more,10000+ employees,
10143,Cognizant,3.9,,Private,Teaneck + 46 more,10000+ employees,
10144,HDFC Bank,4.0,,Public,Mumbai + 114 more,10000+ employees,
10145,Infosys,3.9,,Public,Bangalore + 67 more,10000+ employees,
10146,L&T,4.1,,Public,Mumbai + 115 more,10000+ employees,
10147,Capgemini,3.3,,Private,Paris + 44 more,10000+ employees,
10148,Tech Mahindra,3.5,,Public,Pune + 109 more,10000+ employees,
10149,HCL Technologies,3.7,,Public,Noida + 107 more,10000+ employees,
10150,Tata Motors,4.1,,Public,Pune + 115 more,10000+ employees,
10151,IBM,4.0,,Private,New York + 72 more,10000+ employees,
10152,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
10153,Genpact,4.0,,Private,New York + 30 more,10000+ employees,
10154,Axis Bank,4.0,,Public,Mumbai + 113 more,10000+ employees,
10155,Wipro,3.8,,Public,Bangalore + 114 more,10000+ employees,
10156,Concentrix Daksh Service...,4.0,,New Delhi + 36 more,10000+ employees,,
10157,Vodafone,4.3,,Public,Berkshire + 115 more,10000+ employees,
10158,HDB Financial Services,4.0,,Private,Ahmedabad + 113 more,10000+ employees,
10159,Bharti Airtel,4.2,,Public,New Delhi + 114 more,10000+ employees,
10160,Kotak Mahindra Bank,3.8,,Public,Mumbai + 114 more,10000+ employees,
10161,Amazon,4.2,,Private,Washington + 113 more,10000+ employees,
10162,Reliance,4.2,,Public,Mumbai + 114 more,10000+ employees,
10163,Hinduja Global Solutions,3.9,,Public,Bangalore + 76 more,10000+ employees,
10164,Bajaj Finserv,4.1,,Public,Pune + 116 more,10000+ employees,
10165,IndusInd Bank,3.6,,Public,Mumbai + 113 more,10000+ employees,
10166,Samsung,4.2,,Private,Seoul + 117 more,10000+ employees,
10167,Indian Army,4.7,,Govt agency,New Delhi + 114 more,10000+ employees,
10168,Mahindra & Mahindra,4.3,,Public,Mumbai + 116 more,10000+ employees,
10169,Ericsson,4.1,,Private,Stockholm + 112 more,10000+ employees,
10170,TCS,3.9,,Public,Mumbai + 109 more,10000+ employees,
10171,Accenture,4.0,,Private,Dublin + 89 more,10000+ employees,
10172,ICICI Bank,4.1,,Public,Mumbai + 112 more,10000+ employees,
10173,Cognizant,3.9,,Private,Teaneck + 46 more,10000+ employees,
10174,HDFC Bank,4.0,,Public,Mumbai + 114 more,10000+ employees,
10175,Infosys,3.9,,Public,Bangalore + 67 more,10000+ employees,
10176,L&T,4.1,,Public,Mumbai + 115 more,10000+ employees,
10177,Capgemini,3.3,,Private,Paris + 44 more,10000+ employees,
10178,Tech Mahindra,3.5,,Public,Pune + 109 more,10000+ employees,
10179,HCL Technologies,3.7,,Public,Noida + 107 more,10000+ employees,
10180,Tata Motors,4.1,,Public,Pune + 115 more,10000+ employees,
10181,IBM,4.0,,Private,New York + 72 more,10000+ employees,
10182,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
10183,Genpact,4.0,,Private,New York + 30 more,10000+ employees,
10184,Axis Bank,4.0,,Public,Mumbai + 113 more,10000+ employees,
10185,Wipro,3.8,,Public,Bangalore + 114 more,10000+ employees,
10186,Concentrix Daksh Service...,4.0,,New Delhi + 36 more,10000+ employees,,
10187,Vodafone,4.3,,Public,Berkshire + 115 more,10000+ employees,
10188,HDB Financial Services,4.0,,Private,Ahmedabad + 113 more,10000+ employees,
10189,Bharti Airtel,4.2,,Public,New Delhi + 114 more,10000+ employees,
10190,Kotak Mahindra Bank,3.8,,Public,Mumbai + 114 more,10000+ employees,
10191,Amazon,4.2,,Private,Washington + 113 more,10000+ employees,
10192,Reliance,4.2,,Public,Mumbai + 114 more,10000+ employees,
10193,Hinduja Global Solutions,3.9,,Public,Bangalore + 76 more,10000+ employees,
10194,Bajaj Finserv,4.1,,Public,Pune + 116 more,10000+ employees,
10195,IndusInd Bank,3.6,,Public,Mumbai + 113 more,10000+ employees,
10196,Samsung,4.2,,Private,Seoul + 117 more,10000+ employees,
10197,Indian Army,4.7,,Govt agency,New Delhi + 114 more,10000+ employees,
10198,Mahindra & Mahindra,4.3,,Public,Mumbai + 116 more,10000+ employees,
10199,Ericsson,4.1,,Private,Stockholm + 112 more,10000+ employees,
10200,TCS,3.9,,Public,Mumbai + 109 more,10000+ employees,
10201,Accenture,4.0,,Private,Dublin + 89 more,10000+ employees,
10202,ICICI Bank,4.1,,Public,Mumbai + 112 more,10000+ employees,
10203,Cognizant,3.9,,Private,Teaneck + 46 more,10000+ employees,
10204,HDFC Bank,4.0,,Public,Mumbai + 114 more,10000+ employees,
10205,Infosys,3.9,,Public,Bangalore + 67 more,10000+ employees,
10206,L&T,4.1,,Public,Mumbai + 115 more,10000+ employees,
10207,Capgemini,3.3,,Private,Paris + 44 more,10000+ employees,
10208,Tech Mahindra,3.5,,Public,Pune + 109 more,10000+ employees,
10209,HCL Technologies,3.7,,Public,Noida + 107 more,10000+ employees,
10210,Tata Motors,4.1,,Public,Pune + 115 more,10000+ employees,
10211,IBM,4.0,,Private,New York + 72 more,10000+ employees,
10212,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
10213,Genpact,4.0,,Private,New York + 30 more,10000+ employees,
10214,Axis Bank,4.0,,Public,Mumbai + 113 more,10000+ employees,
